Season,Name,Tm,IP,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
2019,Austin Voth,WSN,2.1,9,0,2,1,0,0,0,0,0,0,0,4,0.222222222,0.222222222,0.333333333,0.231808384,15047
2019,Jaime Schultz,LAD,5,22,7.2,6,2,0,4,4,1,3,0,0,3,0.315789473,0.409090909,0.578947368,0.411481337,15066
2019,Yency Almonte,COL,34,157,5.5588,39,12,0,22,21,7,14,0,1,29,0.278571428,0.346153846,0.514285714,0.358668699,15068
2019,Kyle McGowin,WSN,12,56,9.75,16,2,0,14,13,5,3,0,1,16,0.32,0.363636363,0.66,0.413592811,15071
2019,Hunter Wood,2 Tms,41.1,177,3.2661,42,6,1,19,15,7,10,0,1,35,0.25609756,0.301136363,0.432926829,0.308960385,15091
2019,Ben Heller,NYY,7.1,28,1.2273,6,1,0,1,1,1,3,1,0,9,0.25,0.333333333,0.416666666,0.308278304,15100
2019,Luke Farrell,TEX,11.1,41,2.3824,5,0,0,3,3,3,3,0,0,12,0.131578947,0.195121951,0.368421052,0.234846737,15101
2019,Jimmie Sherfy,ARI,18.1,83,5.8909,23,4,0,12,12,4,5,0,1,22,0.302631578,0.353658536,0.513157894,0.363898273,15118
2019,Drew Anderson,PHI,6,30,7.5,6,0,0,5,5,1,6,2,0,6,0.25,0.4,0.375,0.323170607,15130
2019,Jake Newberry,KCR,31,137,3.7742,29,8,1,13,13,7,16,2,1,29,0.247863247,0.335766423,0.512820512,0.344647409,15136
2019,Jimmy Yacabonis,BAL,33.1,158,6.75,43,9,1,26,25,7,19,0,2,29,0.313868613,0.405063291,0.547445255,0.400124728,15157
2019,Glenn Sparkman,KCR,17.2,82,4.0755,23,4,0,8,8,2,6,0,2,11,0.315068493,0.37804878,0.452054794,0.354991811,15200
2019,Tyler Bashlor,NYM,22,103,6.9545,21,2,0,17,17,6,17,2,0,20,0.25,0.372549019,0.488095238,0.357299377,15203
2019,Brandon Dixon,DET,2,9,9,1,0,0,2,2,1,0,0,2,1,0.142857142,0.333333333,0.571428571,0.375330302,15214
2019,Aaron Slegers,TBR,3,12,3,3,0,0,1,1,1,0,0,1,0,0.272727272,0.333333333,0.545454545,0.366497785,15231
2019,Cody Reed,CIN,6.1,25,1.4211,6,0,0,1,1,0,1,1,0,7,0.25,0.28,0.25,0.217402518,15232
2019,Kevin McCarthy,KCR,60.1,268,4.4751,68,19,0,31,30,4,21,6,2,38,0.284518828,0.342105263,0.414225941,0.314615934,15240
2019,Cole Sulser,TBR,7.1,29,0,5,1,0,0,0,0,3,0,0,9,0.192307692,0.275862068,0.23076923,0.233310354,15256
2019,Shane Carle,ATL,9.1,49,9.6429,11,3,1,10,10,3,9,2,3,6,0.297297297,0.469387755,0.675675675,0.456719125,15258
2019,Keynan Middleton,LAA,7.2,33,1.1739,4,2,0,1,1,0,7,0,0,6,0.153846153,0.333333333,0.23076923,0.272867828,15264
2019,Jacob Rhame,NYM,6.1,30,4.2632,3,2,0,4,3,1,9,0,0,5,0.15,0.413793103,0.4,0.36501891,15267
2019,Zac Reininger,DET,26,128,7.9615,39,12,2,24,23,10,15,1,0,15,0.351351351,0.421875,0.765765765,0.470564403,15285
2019,Adam Cimber,CLE,56.2,244,4.4471,56,10,1,29,28,6,19,2,4,41,0.256880733,0.32510288,0.394495412,0.306471419,15288
2019,Austin Pruitt,TBR,36.2,154,5.4,39,9,0,22,22,6,11,2,0,29,0.280575539,0.328947368,0.474820143,0.33113678,15290
2019,Steven Brault,PIT,17.2,78,6.1132,17,7,0,12,12,2,11,0,1,14,0.261538461,0.376623376,0.461538461,0.359287085,15291
2019,Donnie Hart,2 Tms,7.2,29,0,4,0,0,0,0,0,4,1,0,3,0.16,0.275862068,0.16,0.198190532,15306
2019,Mike Mayers,STL,19,88,6.6316,21,5,2,14,14,3,11,2,1,16,0.276315789,0.375,0.513157894,0.36578573,15451
2019,Nick Pivetta,PHI,24.2,115,4.3784,25,4,3,18,12,4,14,2,2,31,0.25510204,0.359649122,0.479591836,0.349182149,15454
2019,Jose De Leon,TBR,4,21,2.25,3,0,0,2,1,0,3,1,2,7,0.1875,0.38095238,0.1875,0.271393275,15463
2019,Kohl Stewart,MIN,13.1,57,6.75,15,3,0,10,10,2,3,0,1,7,0.283018867,0.333333333,0.452830188,0.333601379,15502
2019,Hunter Harvey,BAL,6.1,26,1.4211,3,1,1,1,1,1,4,0,0,11,0.136363636,0.269230769,0.409090909,0.286400277,15507
2019,Eric Yardley,SDP,11.2,52,2.3143,12,1,0,5,3,1,3,0,1,7,0.260869565,0.32,0.347826086,0.292848279,15538
2019,Tyler Rogers,SFG,17.2,70,1.0189,12,3,0,3,2,0,3,0,1,16,0.184615384,0.231884057,0.23076923,0.206762331,15541
2019,Chad Green,NYY,49.2,211,4.349,48,11,2,26,24,6,11,0,4,66,0.248704663,0.298578199,0.419689119,0.302215178,15552
2019,Tyler White,HOU,3.1,22,21.6002,7,3,0,8,8,4,5,0,0,2,0.4375,0.545454545,1.375,0.675437385,15564
2019,Mike Ford,NYY,2,12,22.5,6,1,0,5,5,2,0,0,0,1,0.5,0.5,1.083333333,0.642046938,15585
2019,Nick Wittgren,CLE,57.2,231,2.8092,47,11,0,22,18,10,15,1,0,60,0.217592592,0.268398268,0.407407407,0.282837801,15594
2019,Phillips Valdez,TEX,16,75,3.9375,17,2,0,7,7,3,9,0,2,18,0.269841269,0.373333333,0.444444444,0.351178344,15605
2019,Yefry Ramirez,2 Tms,21,100,6.8571,24,6,0,19,16,3,12,0,4,24,0.289156626,0.4,0.469879518,0.373232011,15655
2019,Miguel Castro,BAL,73.1,319,4.6636,63,12,0,42,38,10,41,3,0,71,0.231617647,0.326018808,0.386029411,0.303419834,15684
2019,Jimmy Cordero,2 Tms,37.1,146,2.8929,26,5,1,12,12,4,11,0,3,31,0.196969696,0.273972602,0.34090909,0.267364227,15690
2019,Joe Jimenez,DET,59.2,257,4.3743,56,12,1,33,29,13,23,1,4,82,0.24347826,0.322957198,0.473913043,0.333963593,15761
2019,Masahiro Tanaka,NYY,3,15,3,5,1,0,2,1,0,1,0,0,2,0.357142857,0.4,0.428571428,0.359026925,15764
2019,Devin Williams,MIL,13.2,67,3.9512,18,5,0,9,6,2,6,0,2,14,0.310344827,0.393939393,0.5,0.380429295,15816
2019,Dario Agrazal,PIT,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15821
2019,Zack Littell,MIN,37,146,2.6757,34,8,1,12,11,4,9,1,0,32,0.25,0.296551724,0.411764705,0.297254658,15823
2019,Paul Fry,BAL,57.1,255,5.3372,54,11,1,39,34,7,29,1,6,55,0.246575342,0.3503937,0.401826484,0.32636004,15832
2019,Adam Plutko,CLE,4.2,23,9.6428,9,2,0,5,5,0,1,0,0,1,0.409090909,0.434782608,0.5,0.40047389,15846
2019,Wander Suero,WSN,71.1,296,4.5421,64,14,0,36,36,5,26,3,3,81,0.242424242,0.314189189,0.352272727,0.286341142,15855
2019,Stephen Tarpley,NYY,23.2,113,5.7042,30,6,0,16,15,3,15,1,2,34,0.3125,0.415929203,0.46875,0.37931267,15859
2019,Fernando Romero,MIN,14,72,7.0714,19,4,0,12,11,2,11,1,1,18,0.316666666,0.430555555,0.483333333,0.389758614,15885
2019,Lewis Thorpe,MIN,19,84,5.6842,26,9,1,12,12,0,4,0,0,18,0.329113924,0.357142857,0.46835443,0.347070924,15906
2019,Victor Arano,PHI,4.2,16,3.8571,2,0,0,2,2,1,2,0,0,7,0.153846153,0.25,0.384615384,0.261858769,15915
2019,Ryne Stanek,2 Tms,34,158,6.3529,32,5,0,27,24,8,25,3,0,40,0.242424242,0.360759493,0.462121212,0.343927415,15947
2019,Keury Mella,CIN,3.2,18,7.3636,5,2,0,3,3,0,2,1,0,4,0.3125,0.388888888,0.4375,0.337203482,15964
2019,Stevie Wilkerson,BAL,5.1,22,6.75,6,1,0,4,4,2,0,0,0,1,0.272727272,0.272727272,0.59090909,0.350207421,16041
2019,Stefan Crichton,ARI,30.1,123,3.5604,23,3,0,12,12,3,8,1,2,33,0.203539823,0.268292682,0.309734513,0.250184386,16058
2019,Nick Burdi,PIT,8.2,40,9.3461,11,2,1,9,9,1,3,0,0,17,0.297297297,0.35,0.486486486,0.351501122,16074
2019,Edubray Ramos,PHI,15,69,5.4,19,2,1,10,9,5,7,1,1,11,0.311475409,0.391304347,0.622950819,0.413040214,16086
2019,Cy Sneed,HOU,21.1,93,5.4844,26,5,0,13,13,5,5,0,0,23,0.298850574,0.336956521,0.528735632,0.360285307,16106
2019,Daniel Ponce de Leon,STL,14,54,2.5714,8,2,0,4,4,2,7,1,0,21,0.170212765,0.277777777,0.340425531,0.262879772,16110
2019,Jordan Romano,TOR,15.1,75,7.6305,17,1,0,14,13,4,9,0,4,21,0.274193548,0.4,0.483870967,0.379995775,16122
2019,Chris Ellis,KCR,1,5,0,1,0,0,0,0,0,1,0,0,0,0.25,0.4,0.25,0.311981654,16125
2019,John Curtiss,LAA,2.1,12,3.8572,2,1,0,1,1,0,3,0,0,1,0.222222222,0.416666666,0.333333333,0.346430838,16128
2019,David Hess,BAL,12.1,58,6.5676,16,3,0,10,9,4,5,0,2,10,0.326530612,0.396551724,0.632653061,0.415940552,16130
2019,Justin Shafer,TOR,39.2,182,3.8571,41,12,2,19,17,6,25,4,1,39,0.264516129,0.370165745,0.483870967,0.354646956,16132
2019,Eric Skoglund,KCR,5,23,9,7,3,0,5,5,1,1,0,0,1,0.318181818,0.347826086,0.59090909,0.386463409,16155
2019,Jace Fry,CHW,55,251,4.7455,44,10,0,33,29,7,43,3,3,68,0.217821782,0.361445783,0.371287128,0.321107516,16159
2019,Chandler Shepherd,BAL,7,31,3.8571,8,3,0,3,3,0,3,0,0,5,0.285714285,0.354838709,0.392857142,0.324804552,16166
2019,Justin Anderson,LAA,47,217,5.5532,42,16,1,32,29,6,32,0,1,60,0.232044198,0.347222222,0.430939226,0.333167674,16201
2019,AJ Reed,CHW,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16246
2019,Aaron Bummer,CHW,67.2,262,2.1281,43,4,0,17,16,4,24,2,3,60,0.183760683,0.268199233,0.252136752,0.233225359,16258
2019,Sam Howard,COL,19,91,6.6316,21,3,0,16,14,5,10,0,3,23,0.276315789,0.382022471,0.513157894,0.378800411,16265
2019,John Means,BAL,7.2,32,1.1739,5,0,0,1,1,1,3,0,1,13,0.178571428,0.28125,0.285714285,0.256502755,16269
2019,Jesus Tinoco,COL,36,161,4.75,36,8,1,23,19,12,22,1,1,28,0.262773722,0.366459627,0.598540145,0.392477356,16300
2019,Gerardo Reyes,SDP,26,117,7.6154,24,4,2,22,22,3,11,1,3,38,0.24,0.327586206,0.41,0.311722477,16306
2019,Austen Williams,WSN,0.1,7,162.0162,5,2,0,6,6,2,1,0,0,1,0.833333333,0.857142857,2.166666666,1.124615244,16309
2019,Alex McRae,PIT,20.1,101,8.4098,27,4,0,21,19,8,12,1,3,18,0.313953488,0.415841584,0.639534883,0.431780218,16317
2019,Ricardo Pinto,TBR,2.1,13,15.4288,4,1,0,4,4,1,2,0,0,0,0.363636363,0.461538461,0.727272727,0.482770443,16318
2019,Brad Wieck,2 Tms,34.2,148,5.7115,28,7,0,23,22,8,13,0,3,49,0.213740458,0.297297297,0.450381679,0.313982393,16390
2019,Yonny Chirinos,TBR,29,118,4.9655,26,5,1,18,16,7,5,0,2,22,0.236363636,0.279661016,0.49090909,0.316813049,16401
2019,Richard Urena,TOR,1,8,36,4,1,0,4,4,1,1,0,0,0,0.571428571,0.625,1.142857142,0.698214695,16411
2019,James Norwood,CHC,9.1,44,2.8929,9,1,1,4,3,1,8,0,0,11,0.25,0.386363636,0.416666666,0.350574101,16440
2019,Matt Wotherspoon,BAL,4.2,26,15.4285,10,1,0,8,8,2,2,0,1,2,0.434782608,0.5,0.739130434,0.510877669,16452
2019,Joe Harvey,2 Tms,18,84,5,18,1,1,11,10,3,13,0,2,17,0.264705882,0.392857142,0.44117647,0.360494387,16459
2019,Ryan Yarbrough,TBR,56,223,3.8571,48,13,1,26,24,6,9,1,1,46,0.227488151,0.260089686,0.383886255,0.268349348,16502
2019,Dan Altavilla,SEA,14.2,64,5.5227,9,2,0,9,9,1,12,1,0,18,0.18,0.333333333,0.28,0.277158149,16507
2019,Jordan Montgomery,NYY,2,10,13.5,4,2,0,3,3,1,0,0,0,2,0.4,0.4,0.9,0.524247468,16511
2019,Harrison Musgrave,COL,10,47,3.6,9,1,1,4,4,0,7,1,0,12,0.23076923,0.340425531,0.307692307,0.282059571,16532
2019,Erik Swanson,SEA,24.2,98,3.2838,17,3,1,9,9,5,7,1,2,27,0.191011235,0.265306122,0.415730337,0.282616383,16587
2019,Jonathan Holder,NYY,38.2,170,6.2845,40,7,0,30,27,8,11,1,2,44,0.25477707,0.311764705,0.452229299,0.32020474,16588
2019,Bryan Abreu,HOU,8.2,32,1.0385,4,1,0,1,1,0,3,0,0,13,0.137931034,0.21875,0.172413793,0.184262194,16609
2019,Kyle Bird,TEX,12.2,65,7.8158,11,0,0,11,11,5,15,0,2,10,0.229166666,0.43076923,0.541666666,0.410896023,16618
2019,Jeff Brigham,MIA,38.1,161,4.4609,36,3,1,20,19,8,14,2,1,39,0.248275862,0.316770186,0.448275862,0.318042274,16631
2019,James Bourque,WSN,0.2,6,53.9973,3,2,0,4,4,0,2,0,0,0,0.75,0.833333333,1.25,0.780589541,16668
2019,Brock Stewart,2 Tms,25.2,124,9.8182,37,8,1,29,28,11,8,0,3,19,0.339449541,0.387096774,0.733944954,0.444037303,16727
2019,Montana DuRapau,PIT,14.2,76,9.2045,23,6,1,21,15,3,7,0,2,17,0.343283582,0.421052631,0.597014925,0.423987713,16768
2019,Josh James,HOU,60.1,263,4.7735,46,7,1,34,32,10,35,0,4,99,0.205357142,0.323193916,0.379464285,0.307328547,16794
2019,Tim Hill,KCR,39.2,161,3.6302,31,5,0,17,16,4,13,2,4,39,0.216783216,0.3,0.335664335,0.274955961,16814
2019,Locke St. John,TEX,6.2,33,5.4,7,3,0,4,4,0,4,0,0,5,0.24137931,0.333333333,0.344827586,0.299685735,16850
2019,Reed Garrett,DET,15.1,77,8.2174,24,8,0,15,14,3,13,0,1,10,0.38095238,0.493506493,0.65079365,0.474674695,16866
2019,Aaron Wilkerson,MIL,16,80,7.3125,25,4,0,13,13,4,9,1,0,11,0.357142857,0.425,0.585714285,0.416842452,16904
2019,Touki Toussaint,ATL,40.1,184,4.2397,38,9,0,21,19,5,25,2,4,43,0.248366013,0.368131868,0.405228758,0.334844643,16929
2019,Elieser Hernandez,MIA,7.2,38,9.3913,11,2,0,8,8,3,4,0,0,7,0.333333333,0.394736842,0.666666666,0.427125934,16933
2019,Sean Newcomb,ATL,53.1,223,3.0375,43,5,1,20,18,8,19,1,3,57,0.215,0.29147982,0.37,0.283469958,16943
2019,Jake Jewell,LAA,26.1,114,6.8355,28,3,1,20,20,8,8,0,3,23,0.274509803,0.342105263,0.558823529,0.370956904,16958
2019,Daniel Mengden,OAK,10.2,51,7.5937,15,2,0,9,9,2,6,0,0,7,0.333333333,0.411764705,0.511111111,0.392547028,16980
2019,Tyler Beede,SFG,4.1,26,6.2308,7,1,0,3,3,0,6,0,0,7,0.35,0.5,0.4,0.406773654,16981
2019,Trevor Hildenberger,MIN,16.1,88,10.4694,30,8,0,19,19,2,7,0,3,15,0.394736842,0.454545454,0.578947368,0.43175384,17002
2019,Jefry Rodriguez,CLE,3,13,3,3,1,0,1,1,0,2,0,0,1,0.272727272,0.384615384,0.363636363,0.333575533,17018
2019,Ariel Jurado,TEX,29.1,119,3.0682,29,5,0,16,10,4,5,1,0,15,0.258928571,0.288135593,0.410714285,0.290554329,17030
2019,Sean Reid-Foley,TOR,7,32,6.4286,7,1,0,5,5,2,5,0,0,8,0.259259259,0.375,0.518518518,0.37580201,17034
2019,Joe Palumbo,TEX,6,22,0,1,1,0,0,0,0,2,0,0,7,0.05,0.136363636,0.1,0.118057354,17035
2019,Austin Davis,PHI,20.2,98,6.5322,22,3,0,15,15,6,14,1,3,24,0.271604938,0.397959183,0.530864197,0.388903763,17117
2019,Raisel Iglesias,CIN,67,279,4.1642,61,13,1,31,31,12,21,4,2,89,0.24015748,0.302158273,0.440944881,0.307408511,17130
2019,Domingo German,NYY,8.1,32,0,3,0,0,0,0,0,2,0,1,11,0.103448275,0.1875,0.103448275,0.147145189,17149
2019,Jose Castillo,SDP,0.2,4,0,0,0,0,0,0,0,1,0,1,2,0,0.5,0,0.352379411,17169
2019,Gabe Speier,KCR,7.1,33,7.3637,5,1,0,6,6,2,6,0,0,10,0.185185185,0.333333333,0.444444444,0.332628557,17170
2019,Yoan Lopez,ARI,60.2,246,3.4121,52,11,2,27,23,11,17,2,0,42,0.232142857,0.281632653,0.446428571,0.298270686,17181
2019,Jalen Beeks,TBR,92,401,3.4239,94,24,0,41,35,8,34,1,9,77,0.267045454,0.3425,0.40340909,0.320513484,17192
2019,Austin Brice,MIA,44.2,199,3.4254,37,5,0,21,17,7,18,2,7,46,0.213872832,0.311557788,0.364161849,0.291774735,17237
2019,Sam Coonrod,SFG,27.2,114,3.5783,19,2,0,11,11,3,15,1,4,20,0.202127659,0.336283185,0.319148936,0.294352909,17264
2019,Ranger Suarez,PHI,48.2,205,3.1438,52,8,0,18,17,6,12,2,1,42,0.278074866,0.321782178,0.417112299,0.310189551,17277
2019,Thomas Pannone,TOR,48.1,206,3.5379,40,7,0,19,19,7,22,1,4,45,0.224719101,0.320388349,0.382022471,0.302811689,17281
2019,Justus Sheffield,SEA,3,14,6,2,0,0,2,2,1,4,0,0,3,0.2,0.428571428,0.5,0.397881193,17285
2019,Javy Guerra,SDP,8.2,36,5.1923,7,2,0,5,5,3,3,0,0,6,0.21875,0.277777777,0.5625,0.335056861,17292
2019,Framber Valdez,HOU,35,161,4.6286,36,7,1,23,18,2,21,0,1,29,0.264705882,0.360248447,0.375,0.321429093,17295
2019,Luis Escobar,PIT,5.2,29,7.9411,10,2,0,5,5,1,4,0,1,2,0.454545454,0.535714285,0.681818181,0.497876691,17345
2019,Josh Taylor,BOS,46.1,188,3.1079,39,5,0,17,16,5,14,1,2,60,0.228070175,0.292553191,0.345029239,0.274930501,17359
2019,Brett Martin,TEX,60.2,267,4.1538,67,14,0,33,28,7,16,2,1,59,0.27125506,0.314606741,0.412955465,0.305643433,17369
2019,Erick Fedde,WSN,17.2,70,4.5849,12,3,0,9,9,1,8,0,0,10,0.196721311,0.285714285,0.295081967,0.258125659,17425
2019,Jonathan Hernandez,TEX,11.1,52,3.1765,10,0,0,4,4,2,9,0,0,12,0.232558139,0.365384615,0.372093023,0.327858308,17464
2019,Heath Fillmyer,KCR,10.1,48,5.2258,10,2,0,6,6,2,7,0,1,8,0.256410256,0.375,0.461538461,0.355861786,17466
2019,Chad Sobotka,ATL,29,134,6.2069,28,4,0,22,20,6,19,0,3,38,0.25,0.373134328,0.446428571,0.353956492,17470
2019,Genesis Cabrera,STL,12,56,3.75,10,1,0,7,5,0,7,0,2,14,0.217391304,0.339285714,0.239130434,0.273458613,17490
2019,Diego Castillo,TBR,61.1,256,3.0815,48,7,2,26,21,6,26,4,5,74,0.215246636,0.309803921,0.345291479,0.281640163,17496
2019,Wei-Chieh Huang,TEX,5.2,32,3.1765,8,4,0,5,2,0,5,0,1,2,0.307692307,0.4375,0.461538461,0.391119134,17508
2019,Ryan Burr,CHW,17.2,78,5.0943,16,3,1,12,10,3,7,0,0,19,0.231884057,0.298701298,0.434782608,0.307223258,17536
2019,Jimmy Herget,CIN,6.1,26,4.2632,8,2,0,3,3,2,3,0,0,0,0.347826086,0.423076923,0.695652173,0.456220512,17556
2019,Tanner Scott,BAL,26.1,122,4.7848,28,5,0,17,14,4,19,2,2,37,0.277227722,0.401639344,0.445544554,0.362813016,17586
2019,Tanner Rainey,WSN,48.1,214,3.9103,32,7,1,22,21,6,38,2,4,74,0.188235294,0.349056603,0.347058823,0.309826048,17610
2019,Taylor Clarke,ARI,20.1,80,3.541,13,2,0,8,8,7,6,0,1,17,0.178082191,0.25,0.493150684,0.304368956,17611
2019,Jeffrey Springs,TEX,32.1,155,6.4021,38,11,1,23,23,4,23,0,0,32,0.294573643,0.396103896,0.488372093,0.374537337,17677
2019,Rogelio Armenteros,HOU,9,37,2,8,1,0,3,2,1,2,0,0,9,0.228571428,0.27027027,0.342857142,0.263633947,17679
2019,Pedro Araujo,BAL,0.2,4,26.9987,2,0,0,2,2,1,1,0,0,0,0.666666666,0.75,1.666666666,0.874860525,17697
2019,Evan Phillips,BAL,28,140,6.4286,32,8,0,20,20,2,20,0,5,40,0.285714285,0.410071942,0.410714285,0.36076168,17734
2019,Tyler Alexander,DET,12,50,6,12,2,0,8,8,3,2,0,0,12,0.25,0.28,0.479166666,0.314395983,17735
2019,Sandy Baez,DET,1,5,9,2,1,0,1,1,0,0,0,0,0,0.4,0.4,0.6,0.417255092,17754
2019,Jose Alvarado,TBR,29.2,141,4.5506,28,4,1,17,15,2,24,2,0,39,0.25,0.376811594,0.357142857,0.321493502,17780
2019,Trey Wingenter,SDP,49.2,211,5.255,33,8,1,29,29,5,26,0,5,70,0.186440677,0.304761904,0.327683615,0.28107833,17793
2019,Dillon Tate,BAL,21,93,6.4286,18,3,0,15,15,3,9,0,5,20,0.23076923,0.344086021,0.384615384,0.319491393,17796
2019,Daniel Zamora,NYM,8.2,41,5.1923,10,3,0,5,5,1,5,1,1,8,0.294117647,0.390243902,0.470588235,0.357190067,17811
2019,Adbert Alzolay,CHC,5,21,3.6,2,0,0,2,2,1,4,0,0,6,0.117647058,0.285714285,0.294117647,0.265254129,17859
2019,Jose Rodriguez,LAA,17.2,73,1.5283,13,1,0,3,3,3,10,0,0,12,0.206349206,0.315068493,0.365079365,0.298147117,17860
2019,Ian Gibaut,2 Tms,14.1,64,5.6512,12,4,0,9,9,1,10,1,1,16,0.235294117,0.359375,0.372549019,0.314688399,17871
2019,Nestor Cortes Jr.,NYY,64.1,285,5.5959,69,9,0,40,40,16,27,1,1,67,0.270588235,0.340350877,0.494117647,0.348282907,17874
2019,Dennis Santana,LAD,5,27,7.2,6,0,1,4,4,1,4,0,2,6,0.3,0.444444444,0.55,0.412837814,17878
2019,Adonis Rosa,NYY,2,7,4.5,1,0,0,1,1,1,0,0,0,2,0.142857142,0.142857142,0.571428571,0.277076261,17942
2019,Trent Thornton,TOR,15,56,3,8,0,0,5,5,1,2,0,0,14,0.156862745,0.181818181,0.215686274,0.17104365,17948
2019,Ty France,SDP,2,8,4.5,2,0,0,1,1,1,0,0,0,0,0.25,0.25,0.625,0.351142988,17982
2019,Bobby Poyner,BOS,9.2,43,8.3793,10,2,1,9,9,2,5,0,1,9,0.27027027,0.372093023,0.54054054,0.380469172,17987
2019,Peter Fairbanks,2 Tms,21,99,6.8571,25,7,0,20,16,5,10,0,0,28,0.280898876,0.353535353,0.528089887,0.367901412,17998
2019,Dylan Moore,SEA,1,10,36,5,0,0,4,4,0,2,0,0,0,0.625,0.7,0.625,0.572864676,18042
2019,Phil Maton,2 Tms,36.2,163,6.1364,38,10,1,27,25,7,12,0,2,33,0.258503401,0.322981366,0.482993197,0.337805122,18064
2019,Matt Hall,DET,23.1,113,7.7143,28,3,1,20,20,4,15,1,1,27,0.288659793,0.38938053,0.463917525,0.363506628,18076
2019,Cody Stashak,MIN,23,96,3.1304,27,8,1,8,8,2,1,0,1,23,0.29032258,0.302083333,0.462365591,0.317340466,18088
2019,Chance Adams,NYY,25.1,124,8.5263,39,12,0,25,24,7,11,0,2,23,0.351351351,0.419354838,0.648648648,0.440327758,18135
2019,Ryan Helsley,STL,36.2,153,2.9455,34,9,1,13,12,5,12,2,0,32,0.244604316,0.302631578,0.431654676,0.304014974,18138
2019,Art Warren,SEA,5.1,21,0,2,0,0,0,0,0,2,0,0,5,0.105263157,0.19047619,0.105263157,0.148562692,18251
2019,Zac Grotz,SEA,17.1,73,4.1539,14,3,0,9,8,0,8,1,1,18,0.222222222,0.315068493,0.269841269,0.260652969,18256
2019,Jarlin Garcia,MIA,50.2,206,3.0197,40,5,1,17,17,4,16,2,2,39,0.216216216,0.282926829,0.318918918,0.25892312,18282
2019,Tyler Kinley,MIA,49.1,221,3.6487,43,7,0,20,20,5,36,2,1,46,0.23756906,0.363636363,0.359116022,0.318172465,18297
2019,Andrew Suarez,SFG,22.2,99,4.3676,26,5,0,11,11,4,7,1,1,18,0.292134831,0.343434343,0.483146067,0.341692266,18300
2019,Taylor Guilbeau,SEA,12.1,51,3.6487,10,0,1,6,5,2,3,1,1,7,0.212765957,0.274509803,0.382978723,0.271903384,18306
2019,Carson Fulmer,CHW,24.1,117,5.548,22,2,0,17,15,4,17,0,3,21,0.234042553,0.358974358,0.382978723,0.324768846,18311
2019,Pedro Payano,TEX,6,22,1.5,3,2,0,1,1,0,2,0,0,7,0.15,0.227272727,0.25,0.212888057,18313
2019,Jacob Waguespack,TOR,12.2,55,5.6842,12,4,0,9,8,3,4,0,1,13,0.24,0.309090909,0.5,0.336613193,18318
2019,Josh Sborz,LAD,9,40,8,10,4,0,8,8,2,4,0,0,7,0.285714285,0.35,0.571428571,0.374634057,18323
2019,Alex Young,ARI,6.1,23,0,4,0,0,0,0,0,0,0,1,2,0.181818181,0.217391304,0.181818181,0.182506945,18333
2019,Josh Staumont,KCR,19.1,88,3.7241,21,6,0,13,8,4,10,1,1,15,0.272727272,0.363636363,0.506493506,0.362709674,18335
2019,Nick Anderson,2 Tms,65,264,3.3231,52,11,2,24,24,8,18,4,2,110,0.213991769,0.272727272,0.374485596,0.269300562,18337
2019,Jaime Barria,LAA,22.1,107,8.8657,34,9,1,22,22,5,8,0,1,19,0.350515463,0.401869158,0.618556701,0.420008123,18356
2019,Tom Eshelman,BAL,17.2,80,5.6038,23,5,0,12,11,5,5,1,1,7,0.315068493,0.3625,0.589041095,0.386915687,18361
2019,Enyel De Los Santos,PHI,7,28,6.4286,6,0,0,5,5,3,2,0,0,7,0.23076923,0.285714285,0.576923076,0.350286718,18403
2019,Jose Urquidy,HOU,7,28,2.5714,6,1,0,2,2,1,1,0,0,4,0.222222222,0.25,0.37037037,0.261604918,18413
2019,Trevor Kelley,BOS,8.1,40,8.64,9,4,0,8,8,2,5,0,0,6,0.29032258,0.35,0.612903225,0.37015126,18454
2019,Junior Fernandez,STL,11.2,54,5.4,9,0,0,7,7,2,6,0,4,16,0.204545454,0.351851851,0.34090909,0.314537132,18496
2019,Kenta Maeda,LAD,16.2,62,3.24,9,3,0,6,6,3,4,0,0,22,0.155172413,0.209677419,0.362068965,0.239332591,18498
2019,Josh Rogers,BAL,14.1,69,8.7907,18,3,0,14,14,7,6,0,4,5,0.305084745,0.405797101,0.711864406,0.452206964,18510
2019,Logan Allen,2 Tms,8.1,39,4.32,11,1,0,5,4,3,4,0,1,4,0.333333333,0.41025641,0.636363636,0.425716657,18555
2019,Travis Bergen,SFG,19.2,85,5.4915,18,7,0,12,12,4,9,2,1,18,0.24,0.329411764,0.493333333,0.336305667,18581
2019,Travis Lakins,BOS,17.2,81,5.0943,21,7,1,11,10,1,8,1,1,12,0.3,0.37037037,0.471428571,0.34964793,18600
2019,Jared Walsh,LAA,5,23,1.8,3,0,0,1,1,0,6,0,0,5,0.176470588,0.391304347,0.176470588,0.293505192,18607
2019,A.J. Minter,ATL,29.1,147,7.0568,36,9,0,23,23,3,23,5,1,35,0.297520661,0.410958904,0.446280991,0.360168927,18655
2019,Freddy Peralta,MIL,49.1,212,4.0135,40,9,1,26,22,6,26,1,0,69,0.218579234,0.314285714,0.37704918,0.297819633,18679
